index,operation,start_s,end_s,duration_s,rss_start_mb,rss_end_mb,rss_delta_mb,rss_min_mb,rss_avg_mb,rss_peak_mb,rss_peak_s,vms_peak_mb,cpu_avg_percent,cpu_peak_percent,disk_read_delta_mb,disk_write_delta_mb,sample_count
67,prefill: post: onnx.load,92.805,92.805,0.0,22238.531,22238.531,0.0,22238.531,22238.531,22238.531,92.805,50013.434,6.922,6.922,0.0,0.0,1
68,"prefill: onnx transforms: RenameFunctionOutputsTransform,CustomOpTransform",92.805,92.809,0.004,22238.531,22238.531,0.0,22238.531,22238.531,22238.531,92.809,50013.434,5.442,5.442,0.0,0.0,1
69,"prefill: post: onnx transforms: RenameFunctionOutputsTransform,CustomOpTransform",92.809,92.81,0.0,22238.531,22238.531,0.0,22238.531,22238.531,22238.531,92.809,50013.434,3.81,3.81,0.0,0.0,1
70,prefill: onnx.save,92.81,92.822,0.013,22238.531,22238.531,0.0,22238.531,22238.531,22238.531,92.822,50013.434,2.853,2.853,0.0,0.0,1
71,prefill: post: onnx.save,92.822,93.068,0.246,22238.531,22238.531,0.0,22238.531,22238.531,22238.531,93.067,50013.434,2.236,2.236,0.0,0.0,1
72,prefill: post: language export,93.068,93.068,0.0,22238.531,22238.531,0.0,22238.531,22238.531,22238.531,93.068,50013.434,1.565,1.565,0.0,0.0,1
73,prefill: post: dual-qpc export orchestration,93.068,93.328,0.26,21970.344,21970.344,0.0,21970.344,21970.344,21970.344,93.328,49994.559,1.375,1.375,0.0,0.0,1
74,prefill: onnx.load,93.328,93.331,0.003,21974.02,21974.02,0.0,21974.02,21974.02,21974.02,93.331,49994.559,0.963,0.963,0.0,0.0,1
75,prefill: post: onnx.load,93.331,93.331,0.0,21974.02,21974.02,0.0,21974.02,21974.02,21974.02,93.331,49994.559,0.674,0.674,0.0,0.0,1
76,prefill: language compile wrapper,93.331,93.332,0.0,21974.02,21974.02,0.0,21974.02,21974.02,21974.02,93.331,49994.559,0.472,0.472,0.0,0.0,1
77,prefill: onnx.load,93.332,93.333,0.001,21974.02,21974.02,0.0,21974.02,21974.02,21974.02,93.332,49994.559,0.33,0.33,0.0,0.0,1
78,prefill: post: onnx.load,93.333,93.342,0.01,21974.02,21974.02,0.0,21974.02,21974.02,21974.02,93.342,49994.559,0.705,0.705,0.0,0.0,1
79,prefill: subprocess.run: qaic-compile,93.342,181.702,88.359,21974.043,21974.07,0.027,21974.043,22693.841,25069.621,177.462,65531.629,1.213,16.991,10.679,5425.618,1710
80,prefill: post: subprocess.run: qaic-compile,181.702,181.703,0.001,21974.07,21974.07,0.0,21974.07,21974.07,21974.07,181.702,49994.559,0.387,0.387,0.0,0.0,1
81,prefill: post: language compile wrapper,181.703,181.935,0.232,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.934,49994.559,0.513,0.513,0.0,0.0,1
82,prefill: post: compile request,181.935,181.935,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.935,49994.559,0.359,0.359,0.0,0.0,1
83,decode: compile request,181.935,181.935,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.935,49994.559,0.252,0.252,0.0,0.0,1
84,decode: build output names,181.935,181.935,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.935,49994.559,0.176,0.176,0.0,0.0,1
85,decode: post: build output names,181.935,181.936,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.935,49994.559,0.123,0.123,0.0,0.0,1
86,decode: vision pytorch transform,181.936,181.936,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.936,49994.559,0.086,0.086,0.0,0.0,1
87,decode: post: vision pytorch transform,181.936,181.936,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.936,49994.559,0.06,0.06,0.0,0.0,1
88,decode: language pytorch transform,181.936,181.936,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.936,49994.559,0.042,0.042,0.0,0.0,1
89,decode: post: language pytorch transform,181.936,181.937,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.937,49994.559,6.852,6.852,0.0,0.0,1
90,decode: dual-qpc export orchestration,181.937,181.937,0.0,21970.375,21970.375,0.0,21970.375,21970.375,21970.375,181.937,49994.559,4.797,4.797,0.0,0.0,1
91,decode: build dummy inputs,181.937,181.94,0.003,21978.516,21978.516,0.0,21978.516,21978.516,21978.516,181.94,49994.559,12.126,12.126,0.0,0.0,1
92,decode: post: build dummy inputs,181.94,181.94,0.0,21978.516,21978.516,0.0,21978.516,21978.516,21978.516,181.94,49994.559,38.488,38.488,0.0,0.0,1
93,decode: build dynamic axes,181.94,181.94,0.0,21978.516,21978.516,0.0,21978.516,21978.516,21978.516,181.94,49994.559,26.942,26.942,0.0,0.0,1
94,decode: post: build dynamic axes,181.94,181.941,0.0,21978.516,21978.516,0.0,21978.516,21978.516,21978.516,181.94,49994.559,18.859,18.859,0.0,0.0,1
95,decode: build output names,181.941,181.941,0.0,21978.516,21978.516,0.0,21978.516,21978.516,21978.516,181.941,49994.559,13.201,13.201,0.0,0.0,1
96,decode: post: build output names,181.941,181.941,0.0,21978.516,21978.516,0.0,21978.516,21978.516,21978.516,181.941,49994.559,39.241,39.241,0.0,0.0,1
97,decode: language export,181.941,181.948,0.007,21978.516,21978.516,0.0,21978.516,21978.516,21978.516,181.948,49994.559,34.086,34.086,0.0,0.0,1
98,decode: torch.onnx.export,181.948,208.7,26.751,22947.086,21261.082,-1686.004,21261.082,30108.401,40435.469,182.915,68426.582,18.642,49.635,6.198,11901.647,32
99,decode: post: torch.onnx.export,208.7,208.7,0.0,21261.082,21261.082,0.0,21261.082,21261.082,21261.082,208.7,49226.68,0.644,0.644,0.0,0.0,1
100,decode: language offload pytorch weights,208.7,208.949,0.249,21133.074,21133.074,0.0,21133.074,21133.074,21133.074,208.948,49098.672,0.686,0.686,0.0,0.0,1
101,decode: post: language offload pytorch weights,208.949,208.949,0.0,21133.074,21133.074,0.0,21133.074,21133.074,21133.074,208.949,49098.672,5.538,5.538,0.0,0.0,1
102,decode: onnx.load,208.949,208.95,0.001,21133.148,21133.148,0.0,21133.148,21133.148,21133.148,208.95,49098.672,3.877,3.877,0.0,0.0,1
103,decode: post: onnx.load,208.95,208.95,0.0,21133.148,21133.148,0.0,21133.148,21133.148,21133.148,208.95,49098.672,2.714,2.714,0.0,0.0,1
104,"decode: onnx transforms: RenameFunctionOutputsTransform,CustomOpTransform",208.95,208.953,0.003,21133.164,21133.164,0.0,21133.164,21133.164,21133.164,208.953,49098.672,1.9,1.9,0.0,0.0,1
105,"decode: post: onnx transforms: RenameFunctionOutputsTransform,CustomOpTransform",208.953,208.953,0.0,21133.164,21133.164,0.0,21133.164,21133.164,21133.164,208.953,49098.672,1.33,1.33,0.0,0.0,1
106,decode: onnx.save,208.953,208.956,0.003,21133.395,21133.395,0.0,21133.395,21133.395,21133.395,208.956,49098.672,0.931,0.931,0.0,0.0,1
107,decode: post: onnx.save,208.956,209.175,0.219,21133.395,21133.395,0.0,21133.395,21133.395,21133.395,209.175,49098.672,0.898,0.898,0.0,0.0,1
108,decode: post: language export,209.175,209.176,0.0,21133.395,21133.395,0.0,21133.395,21133.395,21133.395,209.175,49098.672,0.629,0.629,0.0,0.0,1
109,decode: post: dual-qpc export orchestration,209.176,210.287,1.111,20559.164,12617.504,-7941.66,12617.504,16412.943,20559.164,209.456,49098.672,0.906,1.008,1.964,0.0,13
110,decode: onnx.load,210.287,210.288,0.001,12618.133,12618.133,0.0,12618.133,12618.133,12618.133,210.287,49098.547,0.642,0.642,0.0,0.0,1
111,decode: post: onnx.load,210.288,210.288,0.0,12618.133,12618.133,0.0,12618.133,12618.133,12618.133,210.288,49098.547,0.449,0.449,0.0,0.0,1
112,decode: language compile wrapper,210.288,210.288,0.0,12618.133,12618.133,0.0,12618.133,12618.133,12618.133,210.288,49098.547,0.315,0.315,0.0,0.0,1
113,decode: onnx.load,210.288,210.288,0.0,12618.133,12618.133,0.0,12618.133,12618.133,12618.133,210.288,49098.547,0.22,0.22,0.0,0.0,1
114,decode: post: onnx.load,210.288,210.294,0.005,12618.133,12618.133,0.0,12618.133,12618.133,12618.133,210.293,49098.547,0.131,0.154,0.001,0.001,2
115,decode: subprocess.run: qaic-compile,210.294,262.721,52.427,12673.879,12618.152,-55.727,12618.152,13960.246,15903.828,228.049,69491.715,0.824,3.121,6.421,5399.614,1014
116,decode: post: subprocess.run: qaic-compile,262.721,262.722,0.001,12618.152,12618.152,0.0,12618.152,12618.152,12618.152,262.721,49098.547,0.432,0.432,0.0,0.0,1
117,decode: post: language compile wrapper,262.722,262.957,0.236,12617.516,12617.516,0.0,12617.516,12617.516,12617.516,262.957,49098.547,0.551,0.551,0.0,0.0,1
118,decode: post: compile request,262.957,263.07,0.113,12617.523,12617.523,0.0,12617.523,12617.523,12617.523,263.02,49098.547,0.61,0.61,0.0,0.0,1
119,Completion,263.07,263.02,-0.051,12617.523,12617.523,0.0,12617.523,12617.523,12617.523,263.02,49098.547,0.61,0.61,0.0,0.0,1
